gene_id,PC1,PC2,PC3,PC4,PC5
ENSG00000000003,0.001334411388092331,0.0007929276784632164,0.0037512595299916186,-0.004040500936436259,-0.0003661845112661594
ENSG00000000419,0.016654238976200175,-0.004027189139579425,-0.0007945342913199466,-0.012706020778272698,-0.0012916812676977227
ENSG00000000457,0.011537295992180514,-0.0020878696664503537,0.005193990661630262,-0.005160315912369706,-0.013770319701906907
ENSG00000000460,0.005071109031768647,0.002212013092300297,0.022399653654223115,-0.008368474423945541,0.008133668974697717
ENSG00000000938,0.019582815535436067,0.001471652456599892,0.0017689704996706995,-0.03271358329968257,0.016123720801708586
ENSG00000000971,0.006690199942721448,-0.0016239815872517251,-0.0024878516924535265,-0.0043892878308146475,-0.009509019343149554
ENSG00000001036,0.0036490643385792432,0.0033491293769983273,-0.001523547982649514,-0.020033811592295944,-0.0049915060050268354
ENSG00000001084,0.010670803561826819,0.0030465345411651535,-0.00577052137599734,0.0018803139190772754,0.0020313751404373494
ENSG00000001167,0.01055582511900058,-0.0007495722761813769,0.008243330667270194,-0.003765340725025511,-0.004023527375980698
ENSG00000001460,0.0021874113770435346,-0.0005376411875770878,0.0016275829491887055,-0.0045647884336641725,-0.011765811958365562
ENSG00000001461,0.005398368134183604,0.004445113017032587,0.022998047202659726,0.002176877306196232,-0.029820967273150274
ENSG00000001497,0.017523568625467917,-0.0054657838851607,-0.0016911162135814682,-0.006906240378789659,0.005571407115962757
ENSG00000001561,0.006953209143865828,-0.0009686741471155891,0.007121718203648491,0.0019552643933259143,-0.009753897356056584
ENSG00000001629,0.007849260332351324,0.009989358545691348,0.01148907102457045,0.020312473437702674,0.011320844343639766
ENSG00000001631,0.011834801337981895,0.005399635401974894,0.013514047648379228,0.02097945943614119,-0.007427211560019409
ENSG00000002016,0.006033410444137033,-0.0028015453908484087,-0.004303381817822386,-0.00023916243692254964,-0.005614371272773153
ENSG00000002330,-0.0027302275643040805,0.015747707778331163,-0.023876019277956333,-0.011726942405341384,-0.003990325736698112
ENSG00000002549,0.009550506724838646,-0.002697787223827716,0.007215243239983829,-0.026342565516295595,0.020725629499771924
ENSG00000002822,0.015396876334654967,0.005538087333588956,-0.014795122268128213,-0.010990620259290746,0.007462722211366346
ENSG00000002834,0.006531538315184102,0.015106393052230974,0.014443040723413242,-0.0007730949268223774,-0.0036724983511380194
ENSG00000002919,0.007477427208948947,0.0015558019990389972,0.008427566277628296,-0.01627307844802767,-0.00634588343465147
ENSG00000002933,0.010539609920381464,-0.0022720589276873796,-0.014764856635956412,-0.014701576528254712,0.004331925425829883
ENSG00000003056,0.007529289715506174,0.00102233282288985,0.013728884243367148,-0.00783562433452175,-0.022891636475759522
ENSG00000003096,0.0015549337960724303,0.0033845829594149873,0.008478183150321107,-7.090063816843069e-05,-0.008628538849710432
ENSG00000003147,0.004616434778326983,0.0021531849766460017,0.008389855229971098,0.0008994595764301437,-0.003100229024654113
ENSG00000003393,0.010051776009040943,0.0013864833196270917,0.007997214408945996,0.009118193637751272,-0.004400537483874624
ENSG00000003400,0.013227958363900569,-0.005552461228494791,0.0010523861199933143,0.00021866247833178442,0.0016524343590482455
ENSG00000003509,0.010965449067109613,-0.004393258704454063,-0.000753502331866282,-0.0074677737060604606,-0.009417688204664482
ENSG00000003756,0.021255235687679515,-0.0027342780492885035,0.007966418631262082,0.00977781796825668,0.006721352958559068
ENSG00000004059,-0.0025986897610082793,0.009060467369541728,-0.014147755366776168,-0.006385831953483926,-0.011561066423159572
ENSG00000004142,0.010337858531658325,0.017768422153445096,-0.016057367624815088,-0.015000359897064771,0.001510265246060011
ENSG00000004399,0.008124823364129959,0.0025616482074132547,-0.0076373603367055586,0.005829144231268399,0.0006924989624182432
ENSG00000004455,0.010436930321249946,-0.0022820653321033516,-0.0059880989487665435,-0.016268763856392452,0.005823381564252268
ENSG00000004468,0.013923157102964242,-0.007986329326185702,-0.0075321383833891874,0.0024639488306873766,-0.00036579413138745903
ENSG00000004478,0.01117106716667468,0.008293980404370497,-0.00863406064245835,-0.008987290313361627,0.016729819974664786
ENSG00000004487,0.012144722236282848,0.020105440420717283,-0.002611500277832119,0.01324394239614272,0.0032495800704951403
ENSG00000004534,0.02695352454581911,-0.00879071743356022,0.0031941259719393826,0.02716831688680211,-0.008326777078661043
ENSG00000004660,0.0030462498341142907,0.004178749263876439,-0.00028000226374307676,0.002130267845283396,-0.00021326828228971303
ENSG00000004700,0.010153694572567705,0.0063963623878609014,0.025657350350852592,-0.004059516118117448,-0.003795439901039334
ENSG00000004766,0.016368495125785535,-0.0013510740556598613,0.004092827299382069,0.007153025642451002,0.0009383342386665022
ENSG00000004779,0.018239410128143955,-0.009561518433647321,-0.010764490964461764,-0.0045275639268594955,0.018141143283995385
ENSG00000004799,0.008763981554865114,0.00203201692372023,0.0055490373909865545,-0.018960493666877454,0.0197763041084137
ENSG00000004864,0.01148179355757207,-0.004240780354398826,0.002581511927898168,-0.0030446691040842302,-0.003719083218069134
ENSG00000004866,-0.0011470958625178014,0.013991757999904627,0.005151232913979592,0.004258097044798765,0.0025759766888616203
ENSG00000004897,0.001783907659681012,0.0041284878909613664,0.008393824313209675,0.006690058189971583,0.001522364270916747
ENSG00000004939,0.008287456092285305,-0.005499094400224543,0.013824824769833422,0.002682367649373857,-0.004152892224006359
ENSG00000004961,0.011809568486778282,-0.0019991177328439543,-0.00833132437095691,-0.019299012647472403,0.00285970447543498
ENSG00000004975,0.0040098839479920465,0.008584865610848487,-0.004678657543994988,-0.0011848467956200599,0.003348257610664271
ENSG00000005007,0.006433466065101333,0.04354845949690211,-0.01043820327094862,0.005463644069702829,0.011045568534281713
ENSG00000005022,0.00580863441949829,-0.006200586262927203,0.0008928431407292344,-0.00820843815780609,0.007480571281810802
ENSG00000005059,0.019792354797223206,0.009958704564039989,-0.02163808309885673,-0.001970762989217017,0.012609018488703577
ENSG00000005075,0.006103047101501145,-0.0023477101518758537,0.0007697307679878769,-0.003062343749496584,-0.004756843551415633
ENSG00000005156,0.012294377869538603,5.756669511866559e-05,-0.0017663541470466805,-0.008562077210390658,0.01110784412639991
ENSG00000005175,0.007711531153261363,-0.0016755518153909938,0.008758601561887793,-0.005375140973111378,0.01735084788973601
ENSG00000005187,0.003466095425256568,0.0004981879449102181,0.01497457517592823,-0.015079911869459976,-0.00838732387056256
ENSG00000005189,0.003641378833698386,0.0026200161085689687,0.012507129986424432,-0.015726095190963196,0.010123855271939678
ENSG00000005194,0.010869824415035468,-0.00210407084958695,0.001203874755792524,-0.017373971916434253,-0.005253674128109637
ENSG00000005206,0.0065457234277526265,0.00791083793997874,-0.005634390317655137,0.004568284238840245,-0.02181119899715467
ENSG00000005238,0.001318614839259653,0.021305121447522033,0.0006706663545220321,-0.001483859314555784,-0.01853717465063295
ENSG00000005243,0.0011331727509597048,0.011113575175040033,-0.0035429954379073733,-0.0060895730605419855,0.005463840557967336
ENSG00000005249,-0.0016233119011430657,0.03521309819520277,-0.0037545504558866277,0.012418092081828496,0.01751338793551183
ENSG00000005302,0.019024390697185155,-0.0006992301140481651,0.012071381863757056,-0.0015061431477984698,-0.003646486777069374
ENSG00000005339,0.01831488898784778,0.004447148690372654,0.013767848861383939,0.022378860668364055,-0.0016652904294849529
ENSG00000005381,0.003266099870264448,0.000602666300551046,0.0030319408869852638,-0.011776052146366045,-0.008549036928863668
ENSG00000005436,0.011659511810585204,0.002761389047230142,-0.0038415580411155113,0.002390567525338128,0.0019485487070296788
ENSG00000005448,0.014614998420226242,-0.0062782399226660865,-0.0052461809538981675,0.00022841019755965618,-0.006645151743639098
ENSG00000005469,0.008324621986319988,-0.003239275327063723,0.007134160974968929,0.003174842076283668,-0.005371521477968429
ENSG00000005471,0.007931205723076635,-0.0038790247810608462,-0.0010078213967874706,0.0031403825717615506,-0.004809533591563346
ENSG00000005483,0.007071199386234455,-0.001476827641599052,-0.002406138770700452,0.006299782124739345,0.004381058755049777
ENSG00000005486,0.005093360460229449,0.002373807185001545,0.003123327232220156,-0.015275837976730086,-0.017832734079744495
ENSG00000005700,0.01764531219197811,0.0010804211374504154,0.007658324707234667,0.015109191839469117,-0.009517658533827125
ENSG00000005801,0.01198661820373789,-0.0072896676771801745,-0.005237403128139049,-0.0007407166735633176,-0.0020265799740207206
ENSG00000005810,0.009655935642224845,0.0034085900670179905,0.012895373325656115,0.011779098367442759,-0.004144830669867462
ENSG00000005812,0.00566828802981143,0.02649452315189523,-0.0026584082830487265,-0.006211804422742684,0.009423674517793983
ENSG00000005844,0.024424522728091338,0.0033317002328081134,0.007983567783424551,0.00524720117580226,-0.0014917339806999985
ENSG00000005882,0.001423695339971652,0.005087648370748532,0.008518326740269932,-0.012494451158881623,-0.023873296793675627
ENSG00000005889,0.018094817241011016,-0.00011697840673576652,-0.008640847886242958,0.007560166573081404,-0.004885268261796422
ENSG00000005893,0.0007426939707921883,-0.0011450759380057858,0.005231364056769879,-0.013154318997789781,-0.008153636562775181
ENSG00000005955,0.017424325844858812,0.0039908338221465904,-0.007246123312274596,0.00809282104102738,0.0011018857821439027
ENSG00000005961,-0.005693067218771322,0.019013050712394963,0.0077564367931684895,-0.009491349860798968,-0.011001388811850352
ENSG00000006007,-0.0026109462383083373,0.01516877089317918,0.0007359332440199659,-0.009874906405840277,-0.00965052469344056
ENSG00000006015,0.006390800976433169,0.018437708207466087,-0.029825689547634426,0.00393289584722102,-0.010708529949300806
ENSG00000006025,0.0106339957210819,0.0034455932740052662,-0.00414604155555107,0.006960938804865685,-0.005336733883636536
ENSG00000006062,0.01079939684913289,-0.002288498902403893,0.0031678965632503495,-0.004799706556086724,0.006143262046835461
