,PC1,PC2,PC3,PC4,PC5
MGH-CRC-BRAF5-TR548,-5.618258769062123,78.38380333946573,-20.856355505765546,-8.04047376821325,16.877755326303014
MGH-CRC-BRAF6-TR465,-4.064094908520918,67.5085189448106,-20.88175725941354,-4.157914004381423,8.711479943336494
MGH-NSCLC-L01-TR458,-17.548274807175442,65.67968802428548,-28.5039928975485,10.7837164949477,28.096651229058526
MGH-NSCLC-L03-TR488,20.001294962653446,78.87087152217782,-15.093577641014829,-3.102724035135691,22.084294534934767
MGH-NSCLC-L07-TR459,-21.451789112008452,76.1299253584379,-22.23754514545324,-10.805984010794146,26.393214668412767
MGH-NSCLC-L11-TR477,59.35085207984938,65.91929606641943,-26.696769133835765,-11.698012943127159,35.02376926999428
MGH-NSCLC-L12-TR478,135.72554759749127,59.242978665946936,-35.88578440335582,-31.739618934855812,39.458812436955675
MGH-NSCLC-L18-TR479,-51.36099398292148,87.86826586844433,-13.614457313866172,4.085047928645534,-15.011546013870742
MGH-NSCLC-L19-TR461,-6.422504441445522,82.73102166630825,-16.984483864138696,-7.58507981686916,14.892936426563404
MGH-NSCLC-L20-TR500,-27.717556373349264,79.00623238429128,-9.998918915087586,5.284216665622603,3.885335188505543
MGH-NSCLC-L22-TR462,66.62231611693625,74.46988754686942,-34.35494952414391,-17.63771435997036,25.26809948809941
MGH-NSCLC-L23-TR524,13.360792703829253,83.5609252682923,-21.106683619747983,-4.6974855464888865,15.980301820244806
MGH-NSCLC-L25-TR480,-29.266640099285425,86.76848793836402,-12.819173627636946,-0.053334868342623895,10.870602447511043
MGH-NSCLC-L39-TR519,-70.96296115708411,75.94573278893762,-23.157297452844677,9.311481627269584,-17.839464226397805
MGH-NSCLC-L40-TR520,-104.95140447564582,25.15093817698979,-59.61800516622185,27.23561821143342,42.16345885234297
MGH-NSCLC-L51-TR521,-36.892822055627,76.41649431315354,-23.959954706015544,-11.519861215422056,-1.41475874643526
MGH-NSCLC-L58-TR525,-46.995525063374764,78.95384757039649,-19.328286047724646,-2.0733530125118946,8.709119661809254
MGH-NSCLC-L59-TR522,-36.40521903550933,55.35648260929471,-38.77595470284315,18.834462232641474,55.52839692587465
MGH-NSCLC-L65-TR523,-80.1873424914777,77.7432488495757,-14.387672152761962,11.192155267906182,-22.610316217987048
