,PC1,PC2,PC3,PC4,PC5
Lung-0012,-125.06997990127383,-22.442101286791825,-43.35907988584494,-3.4359415204173347,-36.09575865354405
Lung-0014J,-38.833710651219235,-11.906713291390188,-43.096377320562496,-33.84773120890829,-2.571637179169798
Lung-0015,-67.31081015584094,-5.210793572075542,-24.37114071189016,-32.66665656750308,-28.291999887760543
Lung-0016,-120.50343912563771,-37.57649731321554,-43.98967478993894,-4.579992883589058,2.9819567772408213
Lung-0017,-108.58032641971528,-25.41540494514754,-42.701543669698886,-15.334900224248646,-22.865309279226587
Lung-0020J,-55.86740794124988,10.27530864284303,-28.178446881561975,-34.364614505824626,-51.858375684990165
Lung-0020J-1,-42.758283849461215,-1.1021031617911197,-39.18969570783154,-32.99859704845846,-50.06774043159688
Lung-0024J-1,-90.2742160740504,-32.17514840026372,-77.85693113661372,-6.365129825420901,5.751580830788044
Lung-0025J,-79.35743374137189,4.879849332813753,-31.10173757853298,-17.158452640455295,-32.80849393910232
Lung-0026J,-57.390778213057615,-12.224759903916457,-44.066961145221924,-32.519590693415154,-17.59346098225945
VU271-CRC,-87.29440195831326,-42.048713638581546,-42.44732217815366,-11.30374106531323,20.42203768769602
Lung-0029J-1-WT,-67.08457282151564,-9.22907937511792,17.48316422229264,9.416679900624628,7.615508859318359
Lung-0030J-1-WT,-71.89529784578313,21.241252631143208,36.70641551976474,0.9629972360444543,-29.478618657249843
Lung-0037,-14.247798197177763,-25.339311975707325,-35.47817761031795,-34.70659851189996,-39.54752244267357
Lung-0040,-63.154521312927,-13.933099504012961,-27.481382335124785,-32.20626288703021,-34.63099254848521
Lung-0042,-107.31819543802943,-31.488107007954344,-53.85423348782202,22.865482752580174,-2.7132983263905834
Lung-0046,14.277648963244529,-34.09551129473216,-46.202817506668225,-44.52024945302448,-20.83606347999846
Lung-0058-EGFR,-29.201689432950932,-4.6304243212929315,23.18565514127621,9.260250125549664,-2.994657609953515
Lung-0061-EGFR,-34.51929344991852,13.763402726293162,29.959462263155583,-3.125155938554419,-27.44328233570078
Lung-0062-EGFR,-81.54199137284618,-12.980489367374581,20.84563570637323,7.75038055626525,5.333333535788461
Lung-0074-EGFR,130.90891811789476,-39.5659651050204,17.75054313572559,-24.07685607960474,-10.206797516872767
Lung-L-13,-30.026733989460933,1.5638339966915804,24.961954412423143,-10.137074163400456,-8.946173845254119
